0.01, -0.13159
0.02, -0.14921
0.03, -0.1658
0.04, -0.1803
0.05, -0.19292
0.06, -0.21406
0.07, -0.23164
0.08, -0.23994
0.09, -0.24682
0.1, -0.25897
0.11, -0.2689
0.12, -0.27135
0.13, -0.26763
0.14, -0.27261
0.15, -0.26882
0.16, -0.2554
0.17, -0.24378
0.18, -0.23148
0.19, -0.2122
0.2, -0.18933
0.21, -0.1564
0.22, -0.12905
0.23, -0.095083
0.24, -0.072844
0.25, -0.042728
0.26, -0.010431
0.27, 0.027194
0.28, 0.060234
0.29, 0.079679
0.3, 0.097084
0.31, 0.11461
0.32, 0.12371
0.33, 0.15264
0.34, 0.17388
0.35, 0.19123
0.36, 0.20388
0.37, 0.2043
0.38, 0.21368
0.39, 0.21541
0.4, 0.21029
0.41, 0.20749
0.42, 0.20623
0.43, 0.19775
0.44, 0.1887
0.45, 0.18012
0.46, 0.18249
0.47, 0.18332
0.48, 0.18533
0.49, 0.18733
0.5, 0.18657
0.51, 0.18721
0.52, 0.18715
0.53, 0.18575
0.54, 0.18157
0.55, 0.1732
0.56, 0.16621
0.57, 0.15514
0.58, 0.14403
0.59, 0.12893
0.6, 0.11869
0.61, 0.11094
0.62, 0.099089
0.63, 0.096041
0.64, 0.098957
0.65, 0.10143
0.66, 0.10384
0.67, 0.10118
0.68, 0.098778
0.69, 0.093989
0.7, 0.08729
0.71, 0.077748
0.72, 0.067668
0.73, 0.049953
0.74, 0.031897
0.75, 0.010916
0.76, -6.1472e-05
0.77, -0.015682
0.78, -0.035273
0.79, -0.055888
0.8, -0.083421
0.81, -0.11105
0.82, -0.13905
0.83, -0.17202
0.84, -0.20187
0.85, -0.22318
0.86, -0.22894
0.87, -0.22564
0.88, -0.22604
0.89, -0.22379
0.9, -0.22596
0.91, -0.22525
0.92, -0.20212
0.93, -0.1825
0.94, -0.16566
0.95, -0.1524
0.96, -0.13576
0.97, -0.11391
0.98, -0.093715
0.99, -0.071398
1, -0.05584
1.01, -0.044938
1.02, -0.032298
1.03, -0.018486
1.04, -0.0041801
1.05, 0.0011663
1.06, -0.0031829
1.07, -0.00045079
1.08, 0.0068404
1.09, 0.014719
1.1, 0.0046565
1.11, -0.010887
1.12, -0.021484
1.13, -0.026513
1.14, -0.027946
1.15, -0.027968
1.16, -0.041203
1.17, -0.056542
1.18, -0.073025
1.19, -0.088181
1.2, -0.097206
1.21, -0.10406
1.22, -0.10854
1.23, -0.10981
1.24, -0.1065
1.25, -0.099178
1.26, -0.085721
1.27, -0.070732
1.28, -0.068565
1.29, -0.056795
1.3, -0.041922
1.31, -0.025465
1.32, -0.0028072
1.33, 0.021834
1.34, 0.049869
1.35, 0.080929
1.36, 0.11144
1.37, 0.12515
1.38, 0.13191
1.39, 0.12561
1.4, 0.11906
1.41, 0.11619
1.42, 0.1183
1.43, 0.11143
1.44, 0.08151
1.45, 0.051571
1.46, 0.030579
1.47, 0.0094052
1.48, -0.02582
1.49, -0.055757
1.5, -0.082406
1.51, -0.10691
1.52, -0.14225
1.53, -0.16881
1.54, -0.18939
1.55, -0.2145
1.56, -0.23197
1.57, -0.24674
1.58, -0.25621
1.59, -0.26255
1.6, -0.27069
1.61, -0.26691
1.62, -0.26452
1.63, -0.26246
1.64, -0.25212
1.65, -0.24281
1.66, -0.23553
1.67, -0.22295
1.68, -0.20772
1.69, -0.194
1.7, -0.18066
1.71, -0.16404
1.72, -0.15305
1.73, -0.13528
1.74, -0.1242
1.75, -0.10795
1.76, -0.092518
1.77, -0.080674
1.78, -0.069207
1.79, -0.050083
1.8, -0.038819
1.81, -0.02221
1.82, -0.0137
1.83, -0.00064972
1.84, 0.0090184
1.85, 0.011911
1.86, 0.018322
1.87, 0.024833
1.88, 0.030033
1.89, 0.031658
1.9, 0.031637
1.91, 0.033337
1.92, 0.029983
1.93, 0.030132
1.94, 0.031047
1.95, 0.024631
1.96, 0.021842
1.97, 0.009266
1.98, -0.00032785
1.99, -0.0095887
2, -0.021346
2.01, -0.031611
2.02, -0.038876
2.03, -0.052548
2.04, -0.066729
2.05, -0.077985
2.06, -0.084456
2.07, -0.092557
2.08, -0.10409
2.09, -0.1119
2.1, -0.1155
2.11, -0.11812
2.12, -0.11866
2.13, -0.11402
2.14, -0.11292
2.15, -0.098353
2.16, -0.085346
2.17, -0.073289
2.18, -0.061916
2.19, -0.033575
2.2, -0.0093621
2.21, 0.0050637
2.22, 0.022786
2.23, 0.061586
2.24, 0.098155
2.25, 0.12317
2.26, 0.13548
2.27, 0.14614
2.28, 0.18189
2.29, 0.21872
2.3, 0.23823
2.31, 0.24881
2.32, 0.25247
2.33, 0.2466
2.34, 0.24961
2.35, 0.24756
2.36, 0.25153
2.37, 0.25998
2.38, 0.26351
2.39, 0.26136
2.4, 0.25365
2.41, 0.24045
2.42, 0.22641
2.43, 0.19984
2.44, 0.17096
2.45, 0.14022
2.46, 0.10672
2.47, 0.065161
2.48, 0.047187
2.49, 0.028895
2.5, 0.012556
2.51, -0.0051557
2.52, -0.024442
2.53, -0.05347
2.54, -0.069701
2.55, -0.077574
2.56, -0.060946
2.57, -0.056825
2.58, -0.057547
2.59, -0.064945
2.6, -0.042826
2.61, -0.021047
2.62, -0.013884
2.63, -0.0091332
2.64, 0.0016222
2.65, 0.013188
2.66, 0.016099
